sku,MAE,RMSE,MAPE (%),wMAPE (%),Bias,Hit Dir. (%),Max Overflow,Max Shortfall,Final Drift,Avg Actual,Avg Predicted,Max Actual,Days
SBYE42KWB,8.16,12.24,75.05,71.81,-2.28,76.8,-1.7,-562.5,-502.5,11.4,9.1,70,220
OIMS50GTF,36.73,78.64,89.82,71.71,-17.8,80.9,-16.1,-3947.9,-3915.6,51.2,33.4,854,220
AHNE68PTI,18.16,59.66,102.41,71.6,-6.3,16.8,53.7,-1625.7,-1386.2,25.4,19.1,450,220
XMPF04PDF,7.98,15.49,70.22,71.52,-0.01,44.1,99.8,-83.4,-1.4,11.2,11.2,112,220
DOVH26ICA,11.76,17.74,47.55,71.28,-2.84,71.4,40.0,-687.5,-625.1,16.5,13.7,100,220
KZNV52FXE,1.9,11.0,66.34,71.03,0.59,6.8,128.7,-91.8,128.7,2.7,3.3,190,220
IWNQ31NOY,11.33,22.89,66.08,71.01,-6.16,41.8,0.0,-1402.3,-1354.5,16.0,9.8,144,220
WSKC91CGX,16.56,25.99,57.07,71.01,-7.3,71.4,28.4,-1632.5,-1605.4,23.3,16.0,160,220
EJXK43CIV,18.71,45.18,84.97,71.0,-4.92,51.8,374.8,-1252.1,-1082.8,26.3,21.4,364,220
UHOZ82KAP,73.37,388.06,68.75,70.98,-54.53,5.9,116.9,-13951.9,-11995.8,103.4,48.8,3780,220
DEZG49HBU,24.37,61.13,82.9,70.93,-12.82,43.2,26.4,-2983.3,-2820.8,34.4,21.5,450,220
DRNI18DTG,11.64,16.64,50.23,70.82,-2.43,62.3,-17.0,-534.1,-534.1,16.4,14.0,80,220
CRQL91UBX,10.55,15.55,46.03,70.75,-3.21,71.4,-13.4,-717.8,-706.3,14.9,11.7,90,220
VKPR75SMT,23.21,33.12,57.22,70.73,0.01,72.3,135.5,-468.7,1.4,32.8,32.8,240,220
QUYF81ZTD,28.89,57.6,98.47,70.72,-11.91,68.2,0.0,-2696.2,-2620.4,40.9,28.9,476,220
QSYH24CQB,15.94,23.35,60.13,70.55,-1.56,74.1,88.1,-364.3,-342.2,22.6,21.0,150,220
OFMQ74MKV,30.39,77.24,59.51,70.49,-12.29,67.7,130.8,-2999.5,-2703.1,43.1,30.8,918,220
MXMM62OKY,38.59,79.43,70.84,70.38,-15.52,75.5,-199.4,-3650.3,-3415.2,54.8,39.3,858,220
SWMC79DDX,30.25,138.4,182.48,70.24,-13.36,13.2,0.0,-3463.3,-2940.1,43.1,29.7,1812,220
FYTC24CMB,37.74,58.67,121.89,70.22,-11.31,71.8,8.1,-2622.8,-2488.4,53.7,42.4,232,220
TGPM78EZN,18.32,28.54,71.37,70.13,-7.38,70.9,52.3,-1694.1,-1622.9,26.1,18.8,168,220
ETOZ73RPG,720.4,5869.02,50.72,70.12,-299.36,87.3,246.3,-100272.6,-65859.7,1027.4,728.1,86040,220
ABQX30YRP,12.7,20.93,55.95,69.98,-3.36,75.0,-26.1,-895.1,-740.1,18.1,14.8,152,220
MKDM97KXO,25.76,41.04,114.82,69.96,-4.93,81.4,-42.4,-1355.0,-1083.8,36.8,31.9,281,220
RYWP59HRF,14.27,21.16,74.62,69.95,-1.62,76.8,101.5,-499.4,-355.4,20.4,18.8,120,220
IKCX64IZL,29.13,51.92,112.74,69.87,-8.73,80.0,1.8,-1963.6,-1920.8,41.7,33.0,402,220
NKFF82VWO,22.5,64.91,87.21,69.82,-6.95,48.6,0.0,-1845.7,-1529.1,32.2,25.3,630,220
IWUU46ORH,10.28,23.73,54.85,69.81,-3.0,48.2,-29.8,-745.4,-660.5,14.7,11.7,220,220
SVCW47BUX,22.68,38.04,63.06,69.78,-9.57,78.6,11.9,-2133.8,-2105.4,32.5,22.9,228,220
RSKP89VRV,15.84,25.33,67.66,69.71,-4.84,77.3,36.3,-1082.1,-1065.7,22.7,17.9,152,220
XTNP80BTF,37.98,113.85,101.65,69.52,-1.11,83.6,651.7,-1115.5,-245.1,54.6,53.5,1530,220
KSSV50UIL,431.65,3174.0,68.52,69.51,-212.43,82.7,140.3,-61000.9,-46735.3,621.0,408.6,46416,220
VVPF83DQE,13.12,19.25,59.23,69.49,-4.37,76.4,8.8,-977.1,-961.2,18.9,14.5,108,220
MRNN94QXK,29.17,59.4,63.02,69.28,-12.6,70.0,3.5,-2890.8,-2771.0,42.1,29.5,544,220
NIHH69ZUD,13.71,40.63,47.06,69.18,-5.07,18.2,84.7,-1329.4,-1114.6,19.8,14.8,360,220
KMNU34MNI,33.69,64.75,79.15,69.17,-8.22,77.7,123.6,-1899.4,-1807.8,48.7,40.5,492,220
FYRX53VAC,15.19,25.18,61.58,69.12,2.64,78.2,581.7,-56.3,581.7,22.0,24.6,273,220
GNPV74IUC,25.88,54.95,88.27,69.07,3.18,76.4,1164.4,-201.1,699.4,37.5,40.7,456,220
APJW02QGZ,98.08,224.01,61.27,69.03,-19.22,75.0,354.9,-5275.3,-4228.3,142.1,122.9,2520,220
SGPW86DNX,23.88,39.52,65.39,68.94,-10.9,77.3,-2.6,-2412.2,-2398.6,34.6,23.7,310,220
RYMM02JSD,276.21,2415.74,68.23,68.82,-159.24,85.9,-64.6,-41808.7,-35032.8,401.4,242.1,35700,220
ZPXJ48ZWX,17.83,26.34,69.43,68.81,-3.24,75.9,-33.6,-809.9,-713.4,25.9,22.7,170,220
ICQZ39GIQ,614.07,990.82,102.38,68.68,-126.64,65.9,-34.1,-30611.2,-27860.9,894.1,767.5,5800,220
WOIJ95CMV,14.66,26.36,55.04,68.67,-7.19,74.5,1.1,-1618.1,-1582.9,21.3,14.2,184,220
AXAN27EQX,36.6,193.61,130.45,68.62,-21.06,12.7,0.0,-5086.4,-4633.1,53.3,32.3,2672,220
GSWH65QOX,43.93,108.57,158.89,68.39,-16.88,68.6,47.1,-3944.5,-3712.5,64.2,47.4,1296,220
XNAI84MYR,2.63,5.99,54.77,68.34,-0.27,28.2,5.1,-131.5,-59.8,3.8,3.6,42,220
IRBD66LMK,10.13,13.8,49.92,68.31,-1.64,53.2,6.0,-420.6,-360.6,14.8,13.2,64,220
UDYQ59BYA,16.99,72.02,63.82,68.31,-10.36,12.7,32.5,-2324.2,-2279.4,24.9,14.5,960,220
ACOS85AIU,27.92,151.22,139.85,68.1,-9.74,10.5,845.9,-2977.2,-2143.3,41.0,31.3,1760,220
USBY14SXR,4.15,23.92,48.47,68.01,-2.28,4.5,-17.4,-707.5,-501.0,6.1,3.8,364,220
CGNN82OHK,9.94,15.09,48.7,68.0,-4.25,75.0,10.1,-935.1,-935.1,14.6,10.4,88,220
XQUC50NXC,288.72,679.82,104.19,67.93,-175.97,89.1,-1438.4,-38901.2,-38712.8,425.0,249.1,6384,220
ESGO82VKN,15.45,48.04,79.67,67.82,-4.68,40.0,0.0,-1400.3,-1029.0,22.8,18.1,352,220
NPZK34EXO,26.69,72.71,71.86,67.62,-10.68,21.4,0.0,-2350.5,-2350.5,39.5,28.8,520,220
PSIY99BMN,15.42,24.41,129.43,67.54,2.75,82.3,667.4,-436.2,604.4,22.8,25.6,228,220
YACZ91VEJ,1.52,7.78,33.55,67.54,0.18,4.1,39.3,-124.9,39.3,2.2,2.4,120,220
HZED98HYB,159.72,458.86,134.43,67.54,-74.29,84.1,-69.4,-17632.2,-16343.7,236.5,162.2,6290,220
COPM90NQS,46.37,170.03,130.34,67.35,-20.59,37.7,-27.2,-4762.2,-4530.6,68.9,48.3,2058,220
LYVK73MWN,13.29,22.6,51.28,67.33,-4.08,76.8,6.7,-944.5,-896.5,19.7,15.7,192,220
PFQJ18YHX,7.16,32.93,84.16,67.27,-3.54,15.5,-2.0,-915.6,-779.3,10.6,7.1,384,220
UOIW32FZD,45.14,84.69,126.22,67.04,-7.73,85.9,-261.6,-1888.4,-1701.6,67.3,59.6,618,220
QFTN70PGA,61.4,94.32,139.12,66.81,1.64,75.9,1712.1,-218.3,359.8,91.9,93.5,759,220
YZBJ73ISL,9.93,15.0,53.16,66.67,-3.97,66.4,4.2,-872.7,-872.7,14.9,10.9,96,220
PLRK54FAW,16.03,27.03,103.4,66.6,2.69,85.0,594.0,-344.9,590.7,24.1,26.8,240,220
SJZB75URG,5.88,22.27,57.28,66.6,-1.1,21.8,-10.9,-428.2,-241.9,8.8,7.7,300,220
TWRF20YGC,11.67,19.68,62.83,66.57,-2.81,76.8,57.4,-714.6,-618.0,17.5,14.7,144,220
OXMX77UUL,23.9,34.63,51.64,66.56,-10.47,75.0,2.6,-2368.0,-2304.4,35.9,25.4,200,220
TWOD97BTT,157.57,651.31,70.32,66.51,-100.16,7.3,-871.6,-27816.4,-22035.1,236.9,136.7,6520,220
CHRF16PET,9.43,24.43,61.03,66.5,-1.29,43.6,47.7,-368.0,-284.2,14.2,12.9,240,220
DOPU57AEI,3.03,11.04,76.84,66.44,0.86,10.5,188.5,-43.2,188.5,4.6,5.4,120,220
XIIH75ZKM,6.24,24.02,96.49,66.43,-1.38,18.2,157.0,-348.7,-304.1,9.4,8.0,296,220
PYAW13ZMX,1.99,6.0,42.75,66.26,-0.08,11.8,12.9,-148.4,-16.5,3.0,2.9,50,220
NGCY45VZD,32.99,63.41,90.76,66.22,-12.43,80.5,21.7,-2836.9,-2733.8,49.8,37.4,530,220
FUFK88WUQ,88.33,187.43,111.32,66.07,-31.36,83.2,-25.9,-6900.8,-6900.0,133.7,102.3,1356,220
NBUG63UKA,6.45,9.18,40.99,65.99,-0.54,65.9,27.7,-181.4,-119.8,9.8,9.2,54,220
PICV67AWX,34.73,62.56,58.23,65.99,-16.39,75.5,27.7,-3621.7,-3605.4,52.6,36.2,640,220
PFNY82FSY,5.98,8.38,47.0,65.89,-2.3,70.5,1.1,-515.3,-506.0,9.1,6.8,48,220
PTFM53ANG,37.88,72.28,74.14,65.89,-17.68,79.5,53.3,-4041.8,-3890.0,57.5,39.8,492,220
KXYH49BAN,5.92,23.64,100.57,65.84,-0.1,24.5,142.5,-202.9,-21.0,9.0,8.9,330,220
IQAL30OWP,37.55,115.36,99.09,65.83,-10.26,69.5,213.6,-2256.1,-2256.1,57.0,46.8,1140,220
STWE89ZSK,8.45,12.34,55.32,65.8,-2.86,75.5,-3.0,-629.9,-629.9,12.8,10.0,72,220
VHNG92NPQ,15.67,27.02,96.77,65.67,0.03,85.9,130.0,-285.5,6.2,23.9,23.9,240,220
CUQW96QKG,41.7,87.87,101.58,65.48,-13.34,79.1,73.0,-3087.5,-2935.1,63.7,50.3,920,220
CGME36BZF,22.86,53.0,79.57,65.41,-3.91,74.5,-461.4,-1133.6,-861.0,35.0,31.0,560,220
HYRL60UZX,34.85,111.65,91.07,65.4,-9.76,52.3,70.0,-2147.5,-2147.5,53.3,43.5,864,220
HISJ17RBJ,93.8,230.2,81.47,65.39,-42.17,70.5,-296.2,-9742.4,-9277.5,143.5,101.3,2580,220
IHWW65EJN,72.23,156.81,59.9,65.26,-41.27,41.8,36.9,-9883.7,-9080.1,110.7,69.4,1050,220
MISB47RTN,48.63,155.03,64.42,65.23,-21.23,20.9,0.0,-5111.5,-4671.6,74.5,53.3,1300,220
SWRJ43PWC,31.73,62.82,61.37,65.17,-13.83,78.6,-26.2,-3041.7,-3041.7,48.7,34.9,560,220
XMBY37ZYQ,16.92,25.45,86.38,65.16,-1.14,79.5,-35.9,-359.5,-250.8,26.0,24.8,198,220
OLMS34VEG,41.63,74.72,82.91,65.07,-22.82,81.8,17.1,-5131.7,-5019.9,64.0,41.2,396,220
UIOZ53QBD,59.92,109.3,117.37,65.03,-11.59,87.7,226.5,-2778.3,-2550.3,92.1,80.6,816,220
IKWF51IYN,29.56,60.49,129.15,65.01,0.48,82.3,197.6,-1137.9,104.9,45.5,45.9,784,220
QRCJ65CQA,4.68,16.23,85.45,64.99,-2.44,18.6,-11.2,-676.6,-537.6,7.2,4.8,174,220
OKQN07CAC,22.32,40.17,55.25,64.84,-7.8,76.4,-8.3,-1737.6,-1716.0,34.4,26.6,324,220
EORW09QCA,28.54,47.85,91.8,64.58,-12.51,85.0,-113.9,-2830.7,-2753.1,44.2,31.7,380,220
BWOX54VBX,3.7,19.72,129.0,64.53,2.36,6.8,518.9,30.3,518.9,5.7,8.1,230,220
KWRK89YPZ,15.98,22.07,79.07,64.52,2.47,82.3,544.4,-142.0,544.4,24.8,27.2,160,220
DKDE49QWW,10.28,17.15,50.45,64.4,-3.29,74.1,13.6,-898.1,-724.4,16.0,12.7,120,220
TOMI82OSP,17.89,26.78,57.82,64.3,-4.17,71.8,-19.3,-1041.1,-917.7,27.8,23.6,180,220
HTRF26XLO,103.82,172.53,106.42,64.21,-38.67,85.0,13.9,-8793.4,-8508.1,161.7,123.0,1053,220
JRAL21USQ,3.72,16.2,117.25,64.13,0.55,14.1,136.8,-200.0,121.9,5.8,6.4,200,220
FFIA76SPB,33.41,109.21,79.92,64.08,-10.86,81.8,153.7,-2393.7,-2389.2,52.1,41.3,1380,220
WJLI31DHL,16.47,24.67,68.36,64.06,-1.65,74.5,48.5,-615.9,-363.7,25.7,24.1,152,220
BXEG08XWA,13.05,19.02,246.76,64.06,3.89,83.6,977.6,-3.7,854.7,20.4,24.3,100,220
NRTS61JMS,1649.04,5405.31,50.84,64.03,-1126.42,85.9,1610.8,-247811.4,-247811.4,2575.3,1448.9,40320,220
BNXX22JOY,5.89,22.88,114.35,64.01,-0.54,13.6,0.0,-512.7,-119.0,9.2,8.7,200,220
MEVM68SLX,37.22,54.85,70.91,63.96,-4.73,74.1,219.4,-1083.6,-1040.4,58.2,53.5,380,220
HVRL62TUS,32.45,66.94,65.0,63.93,-19.6,83.2,4.6,-4313.1,-4313.1,50.8,31.2,472,220
FTEC87IUN,7.28,24.77,74.65,63.92,-3.6,14.5,12.4,-1093.9,-791.4,11.4,7.8,266,220
PLPD73VVL,12.76,19.28,59.94,63.53,3.18,77.3,708.3,-147.0,699.9,20.1,23.3,200,220
WMDL15NGL,73.32,121.84,111.4,63.44,-9.83,84.5,-394.3,-2461.0,-2163.6,115.6,105.7,1056,220
YZGY35ARL,26.33,59.64,60.23,63.4,-13.57,54.5,35.6,-3148.6,-2985.8,41.5,28.0,468,220
CYJA63XLN,51.06,98.57,83.31,63.2,-18.82,80.0,92.4,-4272.2,-4141.2,80.8,62.0,708,220
DDZF92MUD,11.53,28.43,70.9,63.15,-5.39,35.5,22.0,-1442.7,-1186.8,18.3,12.9,248,220
FPRL32UKT,79.0,128.37,111.98,63.08,13.99,85.9,4074.8,-363.5,3077.4,125.2,139.2,784,220
JXPT74III,20.19,59.66,63.26,63.01,-8.11,84.5,-15.7,-1928.8,-1785.0,32.0,23.9,688,220
HVLG50BVG,15.89,33.49,59.1,62.7,-8.32,83.2,3.7,-1852.3,-1830.5,25.3,17.0,232,220
HUTF70DLS,2.34,7.82,41.42,62.52,-0.69,13.6,19.8,-253.8,-152.7,3.7,3.1,96,220
KXZG43TEQ,14.99,22.0,83.2,62.45,-5.08,80.5,-13.5,-1161.0,-1116.7,24.0,18.9,138,220
KPCQ58KZG,236.8,1929.55,49.03,62.3,-144.73,85.9,-31.0,-36667.6,-31840.6,380.1,235.4,28620,220
GJXM03XNW,26.83,69.44,61.66,62.18,-8.3,80.5,42.5,-1969.0,-1826.3,43.1,34.8,605,220
UTNA37DNE,102.72,191.62,71.13,62.17,-26.07,78.2,68.2,-5816.9,-5734.9,165.2,139.2,2050,220
QWMH94MOS,15.9,63.79,62.37,62.16,-7.55,24.1,48.3,-2053.4,-1661.4,25.6,18.0,630,220
ZZFK95OMA,24.55,39.96,68.26,62.14,-9.71,82.3,0.0,-2224.8,-2135.4,39.5,29.8,230,220
XLQS11ZKD,16.55,25.43,65.11,62.04,-1.07,81.4,93.9,-236.1,-236.1,26.7,25.6,216,220
SMGO94PNI,26.03,54.05,82.98,61.86,-13.17,82.7,9.0,-2896.9,-2896.9,42.1,28.9,414,220
BMQG92LCP,18.88,31.83,63.16,61.85,-7.75,68.6,3.4,-1911.9,-1704.6,30.5,22.8,189,220
IAVE29ZKQ,26.63,38.44,62.21,61.77,-0.62,75.9,173.2,-680.3,-135.7,43.1,42.5,306,220
GOLT05OEY,122.18,250.44,115.34,61.75,-61.12,87.3,106.5,-13885.7,-13447.0,197.9,136.7,1560,220
ULUG71AAX,122.85,336.36,91.51,61.66,-51.45,50.0,0.9,-12823.5,-11318.3,199.2,147.8,2895,220
QZRC62ZAR,14.29,39.52,45.42,61.63,-3.98,30.0,-434.5,-1055.4,-876.0,23.2,19.2,450,220
IOUT43PTU,73.22,154.14,98.72,61.6,-22.7,82.7,87.9,-5321.8,-4993.5,118.9,96.2,1476,220
RDDC35ZPD,24.44,39.41,53.98,61.52,-8.19,75.9,17.2,-1997.3,-1801.0,39.7,31.5,360,220
JPAO23QSY,25.81,49.75,60.3,61.47,-3.32,74.1,39.8,-854.9,-731.2,42.0,38.7,405,220
OJHC28XPG,31.31,57.78,76.62,61.45,-11.73,81.4,24.3,-2650.8,-2581.1,51.0,39.2,390,220
